name,grade,type,bolts,length,pitches,first_ascent,route_setter,url,area_url
Perfecto Jeannot,8a+,sport,,,,Jean,,https://www.thecrag.com/en/climbing/vietnam/route/7393868145,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284226
Beer Belly,7c,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/7393868238,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284226
Strike!,7b+,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/7393868331,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284226
In The Pocket,7b+,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/7393868424,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284226
Cam Size Matters,6b+,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/7393895748,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284226
Belayer's Bait,6a,sport,9,18m,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/7393898250,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284226
A New Beginning,6c+,sport,,,1,Thanh,,https://www.thecrag.com/en/climbing/vietnam/route/7393841337,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
A New Beginning II,7b+,sport,,,,Thanh,,https://www.thecrag.com/en/climbing/vietnam/route/7393866672,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Chut Kho,6b+,sport,12,20m,,Stephen,,https://www.thecrag.com/en/climbing/vietnam/route/7393866771,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Kama Rocks I,6c,sport,13,32m,,Dongo,,https://www.thecrag.com/en/climbing/vietnam/route/7393866864,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Kama Rocks II,7a+,sport,22,45m,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/7393866951,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Skile,7b,sport,,,,Dongo,,https://www.thecrag.com/en/climbing/vietnam/route/7393867023,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Joint-Venture,6b+,sport,,35m,,Thanh / Dongo,,https://www.thecrag.com/en/climbing/vietnam/route/7393867116,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Plug & Play,6a,sport,13,29m,,Thanh,,https://www.thecrag.com/en/climbing/vietnam/route/7393867215,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Choose Your Weapon,6c,sport,,,,Thanh,,https://www.thecrag.com/en/climbing/vietnam/route/7393867308,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Wild Heloise,6a+,sport,,27m,,Jean,,https://www.thecrag.com/en/climbing/vietnam/route/7393867401,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Tra Phe,6b+,sport,11,23m,,Stephen,,https://www.thecrag.com/en/climbing/vietnam/route/7393867494,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Khong Ten 1,6a,sport,,,,Thanh,,https://www.thecrag.com/en/climbing/vietnam/route/7393867587,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
The Gardener,5c,sport,11,25m,,Jean,,https://www.thecrag.com/en/climbing/vietnam/route/7393867680,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Thanh Mau,6b,sport,,35m,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/7393867773,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Fuck The Universe,V2,boulder,,4m,,,,https://www.thecrag.com/en/climbing/vietnam/route/10133594181,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Universe Expand,V3,boulder,,4m,,,,https://www.thecrag.com/en/climbing/vietnam/route/10137789114,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Milky Way,V1,boulder,,3m,,,,https://www.thecrag.com/en/climbing/vietnam/route/10137789195,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Entire Universe We Known,V5,boulder,,9m,,,,https://www.thecrag.com/en/climbing/vietnam/route/10137789276,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Thanks Universe,V4,boulder,,5m,,,,https://www.thecrag.com/en/climbing/vietnam/route/10133594256,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Ta dam! Ta dam!,7a+,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/9552345321,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Rock Frenzy,6c,sport,14,33m,,Hanh Le,,https://www.thecrag.com/en/climbing/vietnam/route/9553408830,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
"Sous les rochers, le sable",7b+,sport,,,,GERMAIN Franck,,https://www.thecrag.com/en/climbing/vietnam/route/9553412277,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Les murs de poussière,7a,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/9553413771,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Mental Abuse,7b,sport,,20m,,,,https://www.thecrag.com/en/climbing/vietnam/route/7393867866,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
La Voie de Trop,7c,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/7393867959,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Rosetta,7a+,sport,,,,Jean / Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/7393868052,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Perfecto Jeannot,8a+,sport,,,,Jean,,https://www.thecrag.com/en/climbing/vietnam/route/7393868145,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Beer Belly,7c,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/7393868238,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Strike!,7b+,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/7393868331,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
In The Pocket,7b+,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/7393868424,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Cam Size Matters,6b+,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/7393895748,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
Belayer's Bait,6a,sport,9,18m,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/7393898250,https://www.thecrag.com/en/climbing/vietnam/area/7393838604#t9360284238
The mighty jungle,6a,trad,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/7666936170,https://www.thecrag.com/en/climbing/vietnam/area/7666883376#t10603082130
Second confession,6b,sport,12,30m,,Hanh Le,,https://www.thecrag.com/en/climbing/vietnam/route/7666943226,https://www.thecrag.com/en/climbing/vietnam/area/7666883376#t10603082130
Shattered tufa and promise,7a,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/7666958721,https://www.thecrag.com/en/climbing/vietnam/area/7666883376#t10603082130
Vô cực Infinity,8b+,sport,,,,Jean,,https://www.thecrag.com/en/climbing/vietnam/route/7666964544,https://www.thecrag.com/en/climbing/vietnam/area/7666883376#t10603082130
Chipu hâm,8c - 9a,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/7666979586,https://www.thecrag.com/en/climbing/vietnam/area/7666883376#t10603082130
Lotus and Áo Dài,8a/a+,sport,,,,Yuji Hirayama,,https://www.thecrag.com/en/climbing/vietnam/route/7666981815,https://www.thecrag.com/en/climbing/vietnam/area/7666883376#t10603082130
Allegory,7a,sport,,30m,,Jean,,https://www.thecrag.com/en/climbing/vietnam/route/7666983750,https://www.thecrag.com/en/climbing/vietnam/area/7666883376#t10603082130
Bumble,7b,sport,,,,Jean,,https://www.thecrag.com/en/climbing/vietnam/route/7666988964,https://www.thecrag.com/en/climbing/vietnam/area/7666883376#t10603082130
Tarzan,6a,sport,,,,Matthias Rudas,,https://www.thecrag.com/en/climbing/vietnam/route/7666995750,https://www.thecrag.com/en/climbing/vietnam/area/7666883376#t10603082130
Fireflies' path,5c,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/7667002113,https://www.thecrag.com/en/climbing/vietnam/area/7666883376#t10603082130
BTS,6b,sport,,,,Young Chu,,https://www.thecrag.com/en/climbing/vietnam/route/8968527831,https://www.thecrag.com/en/climbing/vietnam/area/8968523721#t11093725614
Gangnam Oppa,6c,sport,,,,Young Chu & Jang Jae Yong,,https://www.thecrag.com/en/climbing/vietnam/route/8968529976,https://www.thecrag.com/en/climbing/vietnam/area/8968523721#t11093725614
Mad Rock,6b+,sport,,,,Young Chu & Jang Jae Yong,,https://www.thecrag.com/en/climbing/vietnam/route/8968530057,https://www.thecrag.com/en/climbing/vietnam/area/8968523721#t11093725614
Arirang,6a+,sport,,,,Young Chu & Jang Jae Yong,,https://www.thecrag.com/en/climbing/vietnam/route/8968530138,https://www.thecrag.com/en/climbing/vietnam/area/8968523721#t11093725614
Unknown,6a,sport,9,18m,,,,https://www.thecrag.com/en/climbing/vietnam/route/13140469605,https://www.thecrag.com/en/climbing/vietnam/area/8968523721#t11093725614
Travity,6b,sport,15,37m,,VietClimb,,https://www.thecrag.com/en/climbing/vietnam/route/12907712805,https://www.thecrag.com/en/climbing/vietnam/area/12907691979#t13047065658
Mothsua,8a,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/12907712886,https://www.thecrag.com/en/climbing/vietnam/area/12907691979#t13047065658
Nắng Quắt Queo,7b,sport,,,,Hanh Le,,https://www.thecrag.com/en/climbing/vietnam/route/12907712967,https://www.thecrag.com/en/climbing/vietnam/area/12907691979#t13047065658
Vitcoin,7c,sport,,,,Yuji Nagano,,https://www.thecrag.com/en/climbing/vietnam/route/12907713048,https://www.thecrag.com/en/climbing/vietnam/area/12907691979#t13047065658
Ariadne's Thread,8b,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/12907713129,https://www.thecrag.com/en/climbing/vietnam/area/12907691979#t13047065658
Phokarstic,6b,sport,,,,VietClimb,,https://www.thecrag.com/en/climbing/vietnam/route/12907713210,https://www.thecrag.com/en/climbing/vietnam/area/12907691979#t13047065658
Muczilla,7a+,sport,10,26m,,Jan Virt,,https://www.thecrag.com/en/climbing/vietnam/route/12907713291,https://www.thecrag.com/en/climbing/vietnam/area/12907691979#t13047065658
Mi Nói Với Tao à?,8a+,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/12907713372,https://www.thecrag.com/en/climbing/vietnam/area/12907691979#t13047065658
Mo Chara,6c,sport,,30m,,Mark Dempsey,,https://www.thecrag.com/en/climbing/vietnam/route/12907713453,https://www.thecrag.com/en/climbing/vietnam/area/12907691979#t13047065658
Ode to mediocrity,6b,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/12804220419,https://www.thecrag.com/en/climbing/vietnam/area/12804215001#t12994666995
Not as it seems,6b,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/12804220500,https://www.thecrag.com/en/climbing/vietnam/area/12804215001#t12994666995
Chip Chip Fondue,7a+,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/12804220581,https://www.thecrag.com/en/climbing/vietnam/area/12804215001#t12994666995
DJ Hammer,6c,sport,,,,VietClimb,,https://www.thecrag.com/en/climbing/vietnam/route/12804220662,https://www.thecrag.com/en/climbing/vietnam/area/12804215001#t12994666995
Tam to climb,7c,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/12804220743,https://www.thecrag.com/en/climbing/vietnam/area/12804215001#t12994666995
Le Tocsin de la Raison,7b,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/12804220809,https://www.thecrag.com/en/climbing/vietnam/area/12804215001#t12994666995
Ruins of self,7b+,sport,,,,Hanh Le,,https://www.thecrag.com/en/climbing/vietnam/route/12804220875,https://www.thecrag.com/en/climbing/vietnam/area/12804215001#t12994666995
Withdrawal from Autopsy,7c,sport,,,,Hanh Le,,https://www.thecrag.com/en/climbing/vietnam/route/12804220956,https://www.thecrag.com/en/climbing/vietnam/area/12804215001#t12994666995
Wipeout,7c+,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/12804221037,https://www.thecrag.com/en/climbing/vietnam/area/12804215001#t12994666995
X,6c+,sport,,,,Thibaud,,https://www.thecrag.com/en/climbing/vietnam/route/12804198261,https://www.thecrag.com/en/climbing/vietnam/area/12804188211#t12994667976
Chè Lamara,6c,sport,,,,Jean,,https://www.thecrag.com/en/climbing/vietnam/route/12804198342,https://www.thecrag.com/en/climbing/vietnam/area/12804188211#t12994667976
Anh Chi Em,6c,sport,,,,"Vinh,  Thanh,  Stephen & Katie",,https://www.thecrag.com/en/climbing/vietnam/route/12804198423,https://www.thecrag.com/en/climbing/vietnam/area/12804188211#t12994667976
Anh Chi Em (extension),6c+,sport,,,,"Vinh,  Thanh & Alex",,https://www.thecrag.com/en/climbing/vietnam/route/12804198504,https://www.thecrag.com/en/climbing/vietnam/area/12804188211#t12994667976
Danskerfe med campingvogn,6a,sport,,,,"Lars,  Stephen,  Juan & Alex",,https://www.thecrag.com/en/climbing/vietnam/route/12804198585,https://www.thecrag.com/en/climbing/vietnam/area/12804188211#t12994667976
Anh Hai,6b,sport,,,,"Stephen,  Katie & Juan",,https://www.thecrag.com/en/climbing/vietnam/route/12804198666,https://www.thecrag.com/en/climbing/vietnam/area/12804188211#t12994667976
Con Cung,6b+,sport,,,,"Lars,  Stephen,  Jake & Alex",,https://www.thecrag.com/en/climbing/vietnam/route/12804198747,https://www.thecrag.com/en/climbing/vietnam/area/12804188211#t12994667976
12 Monkeys,6a,sport,,,,"Lars,  Stephen,  Jake & Alex",,https://www.thecrag.com/en/climbing/vietnam/route/12804206370,https://www.thecrag.com/en/climbing/vietnam/area/12804188211#t12994667976
Better than plastic,V5,boulder,,,,Joshua Tesoro Suson,,https://www.thecrag.com/en/climbing/vietnam/route/4584359364,https://www.thecrag.com/en/climbing/vietnam/area/4583278881
Check your flexibility,V3,boulder,,3m,,Thai Nguyen,,https://www.thecrag.com/en/climbing/vietnam/route/6300747168,https://www.thecrag.com/en/climbing/vietnam/area/6300736668
Check your flexibility EXT,V3,boulder,,3m,,Thai Nguyen,,https://www.thecrag.com/en/climbing/vietnam/route/6300765315,https://www.thecrag.com/en/climbing/vietnam/area/6300736668
Mudy crack,V4,boulder,,3m,,Thai Nguyen,,https://www.thecrag.com/en/climbing/vietnam/route/6300765468,https://www.thecrag.com/en/climbing/vietnam/area/6300736668
Le Point Sonneur,6b,sport,,,,,,https://www.thecrag.com/en/climbing/vietnam/route/28777290,https://www.thecrag.com/en/climbing/vietnam/area/28776726
Angh Uong,7c+,sport,,,,,,https://www.thecrag.com/en/climbing/vietnam/route/28777392,https://www.thecrag.com/en/climbing/vietnam/area/28776726
Retour Au Paradis,7a,sport,,,,,,https://www.thecrag.com/en/climbing/vietnam/route/28777494,https://www.thecrag.com/en/climbing/vietnam/area/28776726
Tintin Au Vietnam,6c,sport,,,,,,https://www.thecrag.com/en/climbing/vietnam/route/28777596,https://www.thecrag.com/en/climbing/vietnam/area/28776726
Basket Boat,6c+,sport,,,,,,https://www.thecrag.com/en/climbing/vietnam/route/28777698,https://www.thecrag.com/en/climbing/vietnam/area/28776726
Capitane Caverne,6a,sport,,,,,,https://www.thecrag.com/en/climbing/vietnam/route/28777800,https://www.thecrag.com/en/climbing/vietnam/area/28776726
La Colonne Bleue,6c,sport,,,,,,https://www.thecrag.com/en/climbing/vietnam/route/28777902,https://www.thecrag.com/en/climbing/vietnam/area/28776726
Stress Nocturne,6b+,sport,,,,,,https://www.thecrag.com/en/climbing/vietnam/route/28778004,https://www.thecrag.com/en/climbing/vietnam/area/28776726
Reconciliation,6b,sport,,,,,,https://www.thecrag.com/en/climbing/vietnam/route/28778106,https://www.thecrag.com/en/climbing/vietnam/area/28776726
On Along,6c,sport,,,,,,https://www.thecrag.com/en/climbing/vietnam/route/28778208,https://www.thecrag.com/en/climbing/vietnam/area/28776726
Reminiscence Malgache,6b+,sport,,,,,,https://www.thecrag.com/en/climbing/vietnam/route/28778310,https://www.thecrag.com/en/climbing/vietnam/area/28776726
Casse-Tetevietnamien,7c+,sport,,,,,,https://www.thecrag.com/en/climbing/vietnam/route/28778412,https://www.thecrag.com/en/climbing/vietnam/area/28776726
Le Dragon Se Rebiffe,8a+,sport,,,,,,https://www.thecrag.com/en/climbing/vietnam/route/28778514,https://www.thecrag.com/en/climbing/vietnam/area/28776726
Peau De Serpent,6a+,sport,,,,,,https://www.thecrag.com/en/climbing/vietnam/route/28778616,https://www.thecrag.com/en/climbing/vietnam/area/28776726
Attaque Pirate,6b,sport,,,,,,https://www.thecrag.com/en/climbing/vietnam/route/28778718,https://www.thecrag.com/en/climbing/vietnam/area/28776726
Mind the Bees,5.13a,unknown,,,,1999,,https://www.thecrag.com/en/climbing/laos/route/2851621461,https://www.thecrag.com/en/climbing/laos/area/2851620696
Be here lao,5.10c,trad,,,,1999,,https://www.thecrag.com/en/climbing/laos/route/2851631355,https://www.thecrag.com/en/climbing/laos/area/2851620696
Looks easy but,5.12a,unknown,,,,1999,,https://www.thecrag.com/en/climbing/laos/route/2851631448,https://www.thecrag.com/en/climbing/laos/area/2851620696
Aniyakata,5.12a,unknown,,,,1999,,https://www.thecrag.com/en/climbing/laos/route/2851631535,https://www.thecrag.com/en/climbing/laos/area/2851620696
Choosy Choosy,5.11c,unknown,,,,1999,,https://www.thecrag.com/en/climbing/laos/route/2851631628,https://www.thecrag.com/en/climbing/laos/area/2851620696
Bhuntahn,5.12c,unknown,,,,1999,,https://www.thecrag.com/en/climbing/laos/route/2851631715,https://www.thecrag.com/en/climbing/laos/area/2851620696
Min the Lao Lao,5.7,unknown,,,,1999,,https://www.thecrag.com/en/climbing/laos/route/2851631802,https://www.thecrag.com/en/climbing/laos/area/2851620696
32nd Soul,5.13a,unknown,,,,1999,,https://www.thecrag.com/en/climbing/laos/route/2851631895,https://www.thecrag.com/en/climbing/laos/area/2851620696
?,5.10b,unknown,,,,1999,,https://www.thecrag.com/en/climbing/laos/route/2851631988,https://www.thecrag.com/en/climbing/laos/area/2851620696
Mr Thavidet,5.12b,unknown,,,,1999,,https://www.thecrag.com/en/climbing/laos/route/2851632081,https://www.thecrag.com/en/climbing/laos/area/2851620696
Mind the Stilts,5.11a,unknown,,,,1999,,https://www.thecrag.com/en/climbing/laos/route/2851632174,https://www.thecrag.com/en/climbing/laos/area/2851620696
Mind the Owl,5.10d,unknown,,,,1999,,https://www.thecrag.com/en/climbing/laos/route/2851632267,https://www.thecrag.com/en/climbing/laos/area/2851620696
Phu Si Galore,5.10b,unknown,,,,1999,,https://www.thecrag.com/en/climbing/laos/route/2851632360,https://www.thecrag.com/en/climbing/laos/area/2851620696
A'e maua i ite,5b,trad,3,150m,4,Noemie Laugero & Nicolas Gay,,https://www.thecrag.com/en/climbing/polynesia/route/4314543696,https://www.thecrag.com/en/climbing/polynesia/area/4293362178
Piteraq,A3,alpine,,,,,,https://www.thecrag.com/en/climbing/arctic-region/route/219336987,https://www.thecrag.com/en/climbing/arctic-region/area/715715937
Quadrophenia,A4,alpine,,,,,,https://www.thecrag.com/en/climbing/arctic-region/route/219337080,https://www.thecrag.com/en/climbing/arctic-region/area/715715937
Jacques Cousteau,A4,aid,,,,,,https://www.thecrag.com/en/climbing/arctic-region/route/219337173,https://www.thecrag.com/en/climbing/arctic-region/area/715715937
L'Inespérée,A4+,alpine,,,,,,https://www.thecrag.com/en/climbing/arctic-region/route/219337266,https://www.thecrag.com/en/climbing/arctic-region/area/715715937
South Tyrol Route,5.13a,alpine,,,,,,https://www.thecrag.com/en/climbing/arctic-region/route/219337359,https://www.thecrag.com/en/climbing/arctic-region/area/715715937
Moby Dick,5.12d,alpine,,1200m,,"Ben Masterson,  Didi Langen,  Hans Martin Götz,  Walter Obergolser,  Helmut Gargitter,",,https://www.thecrag.com/en/climbing/arctic-region/route/219337452,https://www.thecrag.com/en/climbing/arctic-region/area/715715937
War and Poetry,5.12c,alpine,,,,,,https://www.thecrag.com/en/climbing/arctic-region/route/219337545,https://www.thecrag.com/en/climbing/arctic-region/area/715715937
Magic Tromblon,5.10d,alpine,,,,,,https://www.thecrag.com/en/climbing/arctic-region/route/219337638,https://www.thecrag.com/en/climbing/arctic-region/area/715715937
Quajanaq,7c+/8a,alpine,,1000m,28,Vinicius Todero & Marcos Costa,,https://www.thecrag.com/en/climbing/arctic-region/route/2441022306,https://www.thecrag.com/en/climbing/arctic-region/area/715715937
Brown Balls wall,5.12-,trad,,400m,,"Olivier Favresse,  Ben Ditto,  Nico Favresse & Sean Villanueva O’Driscoll",,https://www.thecrag.com/en/climbing/arctic-region/route/1049518125,https://www.thecrag.com/en/climbing/arctic-region/area/1047332874
Impossible Wall and the Devil's brew,5.12+,trad,0,850m,19,"Olivier Favresse,  Nico Favresse,  Ben Ditto & Sean Villanueva O’Driscoll",,https://www.thecrag.com/en/climbing/arctic-region/route/1049518212,https://www.thecrag.com/en/climbing/arctic-region/area/1047332874
FRAM,C1,aid,,700m,,Marcin Tomaszewski & Paweł Hałdaś,,https://www.thecrag.com/en/climbing/arctic-region/route/7309341720,https://www.thecrag.com/en/climbing/arctic-region/area/7309336956
RHARPeak,WI3,ice,,,,,,https://www.thecrag.com/en/climbing/arctic-region/route/219333096,https://www.thecrag.com/en/climbing/arctic-region/area/219331392
Snow Falcon,WI3,ice,,,,,,https://www.thecrag.com/en/climbing/arctic-region/route/219333180,https://www.thecrag.com/en/climbing/arctic-region/area/219331392
Swiss route,5.10c,trad,,,,,,https://www.thecrag.com/en/climbing/arctic-region/route/219336543,https://www.thecrag.com/en/climbing/arctic-region/area/219333894
Mermelada,5.9,sport,9,,,,,https://www.thecrag.com/en/climbing/panama/route/5943410361,https://www.thecrag.com/en/climbing/panama/area/853521810
El Camino Negro,5.10a,sport,11,,,,,https://www.thecrag.com/en/climbing/panama/route/853525272,https://www.thecrag.com/en/climbing/panama/area/853521810
Matrix,5.10a,sport,9,,,,,https://www.thecrag.com/en/climbing/panama/route/853524609,https://www.thecrag.com/en/climbing/panama/area/853521810
Evolution,5.10a,sport,,,,,,https://www.thecrag.com/en/climbing/panama/route/853524003,https://www.thecrag.com/en/climbing/panama/area/853521810
El Camino de los Locos,5.11a,sport,8,,,,,https://www.thecrag.com/en/climbing/panama/route/5943410430,https://www.thecrag.com/en/climbing/panama/area/853521810
Ñocore,5.10b,sport,6,,,,,https://www.thecrag.com/en/climbing/panama/route/5943410499,https://www.thecrag.com/en/climbing/panama/area/853521810
El Trono del Rey,5.9,sport,8,,,,,https://www.thecrag.com/en/climbing/panama/route/853525968,https://www.thecrag.com/en/climbing/panama/area/853521810
La Frontera,5.7,sport,4,,,,,https://www.thecrag.com/en/climbing/panama/route/5943410637,https://www.thecrag.com/en/climbing/panama/area/853521810
End of Rainbow,5.9,sport,7,,,,,https://www.thecrag.com/en/climbing/panama/route/5943603381,https://www.thecrag.com/en/climbing/panama/area/853521810
Waterfall of fire,5.10d,sport,7,,,,,https://www.thecrag.com/en/climbing/panama/route/853523397,https://www.thecrag.com/en/climbing/panama/area/853521810
Butterfly Effect,5.11b/c,sport,8,,,,,https://www.thecrag.com/en/climbing/panama/route/5943666318,https://www.thecrag.com/en/climbing/panama/area/853521810
Equilibrium,5.11a,sport,8,,,,,https://www.thecrag.com/en/climbing/panama/route/5943666387,https://www.thecrag.com/en/climbing/panama/area/853521810
El Camino del Olvido,5.10c,sport,6,,,,,https://www.thecrag.com/en/climbing/panama/route/5943666456,https://www.thecrag.com/en/climbing/panama/area/853521810
Unforgiven,5.11b,sport,6,,,,,https://www.thecrag.com/en/climbing/panama/route/5943666525,https://www.thecrag.com/en/climbing/panama/area/853521810
1st One,5.10b,sport,7,,,,,https://www.thecrag.com/en/climbing/panama/route/5943468804,https://www.thecrag.com/en/climbing/panama/area/853521810
Stairway to Heaven,5.12b,sport,13,,,,,https://www.thecrag.com/en/climbing/panama/route/5943541887,https://www.thecrag.com/en/climbing/panama/area/853521810
The Utimate,5.12a,sport,11,,,,,https://www.thecrag.com/en/climbing/panama/route/5943541956,https://www.thecrag.com/en/climbing/panama/area/853521810
Kraken,5.11a,sport,7,,,,,https://www.thecrag.com/en/climbing/panama/route/5943542025,https://www.thecrag.com/en/climbing/panama/area/853521810
Jump up to the Sky,5.11d,sport,7,,,,,https://www.thecrag.com/en/climbing/panama/route/5943542094,https://www.thecrag.com/en/climbing/panama/area/853521810
Revelaciones,5.12a,sport,7,,,,,https://www.thecrag.com/en/climbing/panama/route/5943542163,https://www.thecrag.com/en/climbing/panama/area/853521810
Buns of Steel,5.12d,sport,8,,,,,https://www.thecrag.com/en/climbing/panama/route/5943542232,https://www.thecrag.com/en/climbing/panama/area/853521810
Paraiso Perdido,5.12d,sport,,,,,,https://www.thecrag.com/en/climbing/panama/route/5943687576,https://www.thecrag.com/en/climbing/panama/area/853521810
Mexican Christmas,5.10a,sport,9,,,,,https://www.thecrag.com/en/climbing/panama/route/5943732159,https://www.thecrag.com/en/climbing/panama/area/853521810
Nose Job,5.12a,sport,12,,,,,https://www.thecrag.com/en/climbing/panama/route/5943732282,https://www.thecrag.com/en/climbing/panama/area/853521810
El Camino del Angel Caido,5.12d/13a,sport,18,,,,,https://www.thecrag.com/en/climbing/panama/route/5943732351,https://www.thecrag.com/en/climbing/panama/area/853521810
Eco Tours,5.12a,sport,10,,,,,https://www.thecrag.com/en/climbing/panama/route/5943732420,https://www.thecrag.com/en/climbing/panama/area/853521810
Global Warming,5.12c,sport,10,,,,,https://www.thecrag.com/en/climbing/panama/route/5943732489,https://www.thecrag.com/en/climbing/panama/area/853521810
Preñon de manos,5.10d,sport,,,,,,https://www.thecrag.com/en/climbing/guatemala/route/4731608490,https://www.thecrag.com/en/climbing/guatemala/area/773873541#t5399026572
Jalapeño y bombón,5.10a,sport,,28m,1,,,https://www.thecrag.com/en/climbing/guatemala/route/4289014422,https://www.thecrag.com/en/climbing/guatemala/area/773873541#t5399026572
La Polvorosa,5.9,sport,,25m,,,,https://www.thecrag.com/en/climbing/guatemala/route/773874420,https://www.thecrag.com/en/climbing/guatemala/area/773873541#t5399026572
Viejo lesbiano,5.12,sport,18,35m,1,,,https://www.thecrag.com/en/climbing/guatemala/route/4287933423,https://www.thecrag.com/en/climbing/guatemala/area/773873541#t5399026572
Techo 3,5.10b,sport,19,35m,1,,,https://www.thecrag.com/en/climbing/guatemala/route/4288963671,https://www.thecrag.com/en/climbing/guatemala/area/773873541#t5399026572
Calambre,5.11c/d,sport,14,28m,1,,,https://www.thecrag.com/en/climbing/guatemala/route/4288885830,https://www.thecrag.com/en/climbing/guatemala/area/773873541#t5399026572
Inframundo,5.11c,sport,14,28m,1,,,https://www.thecrag.com/en/climbing/guatemala/route/4288882728,https://www.thecrag.com/en/climbing/guatemala/area/773873541#t5399026572
Trebol,5.10d,sport,14,22m,1,,,https://www.thecrag.com/en/climbing/guatemala/route/4288626765,https://www.thecrag.com/en/climbing/guatemala/area/773873541#t5399026572
NO NO,5.10b,sport,13,20m,1,,,https://www.thecrag.com/en/climbing/guatemala/route/4287960381,https://www.thecrag.com/en/climbing/guatemala/area/773873541#t5399026572
